COMMENT: reward function gives -1 when staying at same distance or leaving goal, else it gives -0.5. This was wrongly implemented by me but see the result at bottom. average reward -100 -> agent is doing nothing all the time. Interesting!
HYPERPARAMS
n_neurons_hl1 = 32
n_neurons_hl2 = 32
discount = 0.99
learning_rate = 0.01
##################################################
EP	reward	steps	info
1283	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0493.
1284	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1175.
1285	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0551.
1286	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0676.
1287	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0268.
1288	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0587.
1289	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0736.
1290	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0777.
1291	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1032.
1292	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0212.
1293	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0668.
1294	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0957.
1295	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0485.
1296	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0352.
1297	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0523.
1298	-103.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0647.
1299	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0356.
1300	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0473.
1301	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0475.
1302	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0298.
1303	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0377.
1304	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0541.
1305	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0765.
1306	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1130.
1307	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1040.
1308	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0483.
1309	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0772.
1310	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0820.
1311	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0724.
1312	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0403.
1313	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0991.
1314	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0601.
1315	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0683.
1316	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0636.
1317	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0898.
1318	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0821.
1319	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1095.
1320	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0872.
1321	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0737.
1322	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1069.
1323	-101.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0904.
1324	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1034.
1325	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0607.
1326	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0754.
1327	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0528.
1328	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0732.
1329	-101.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0915.
1330	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0699.
1331	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0471.
1332	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0804.
1333	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0691.
1334	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0912.
1335	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0717.
1336	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0840.
1337	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0749.
1338	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0354.
1339	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0450.
1340	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1043.
1341	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0901.
1342	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0622.
1343	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0979.
1344	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0750.
1345	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0646.
1346	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1002.
1347	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0992.
1348	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0430.
1349	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1008.
1350	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0821.
1351	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0920.
1352	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1071.
1353	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0736.
1354	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0804.
1355	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0766.
1356	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0271.
1357	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0806.
1358	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1109.
1359	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0815.
1360	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0479.
1361	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0663.
1362	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0208.
1363	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0927.
1364	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0634.
1365	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0419.
1366	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0584.
1367	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0613.
1368	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1084.
1369	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0803.
1370	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0990.
1371	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0982.
1372	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0259.
1373	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0424.
1374	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0811.
1375	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0226.
1376	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1042.
1377	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0585.
1378	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0621.
1379	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0939.
1380	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1006.
1381	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0407.
1382	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0915.
1383	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0823.
1384	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0790.
1385	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0758.
1386	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0919.
1387	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1005.
1388	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0560.
1389	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0900.
1390	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0993.
1391	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1057.
1392	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1118.
1393	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0388.
1394	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0968.
1395	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1132.
1396	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0448.
1397	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0258.
1398	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0618.
1399	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1059.
1400	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0421.
1401	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0295.
1402	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0504.
1403	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0750.
1404	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0332.
1405	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0957.
1406	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0678.
1407	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0526.
1408	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0189.
1409	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0788.
1410	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1129.
1411	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0841.
1412	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0920.
1413	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0881.
1414	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0565.
1415	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0595.
1416	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0713.
1417	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0473.
1418	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0864.
1419	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1054.
1420	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1011.
1421	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0765.
1422	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1089.
1423	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1069.
1424	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0814.
1425	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1144.
1426	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0768.
1427	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0341.
1428	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0622.
1429	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0998.
1430	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0729.
1431	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0779.
1432	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0756.
1433	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0496.
1434	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0516.
1435	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0945.
1436	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0447.
1437	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1027.
1438	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0345.
1439	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0341.
1440	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1020.
1441	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0781.
1442	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0980.
1443	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0805.
1444	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0597.
1445	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0613.
1446	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0596.
1447	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1022.
1448	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0321.
1449	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0924.
1450	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0711.
1451	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1058.
1452	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1061.
1453	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0855.
1454	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1019.
1455	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0920.
1456	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1082.
1457	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0550.
1458	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0290.
1459	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0834.
1460	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0439.
1461	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0473.
1462	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1090.
1463	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0292.
1464	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0763.
1465	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0999.
1466	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0625.
1467	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0841.
1468	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0881.
1469	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0518.
1470	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0817.
1471	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1057.
1472	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1042.
1473	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1093.
1474	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0905.
1475	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0464.
1476	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0959.
1477	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0179.
1478	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0434.
1479	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0550.
1480	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0463.
1481	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0753.
1482	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0384.
1483	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0889.
1484	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0977.
1485	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0901.
1486	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0285.
1487	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0695.
1488	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1063.
1489	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0711.
1490	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0933.
1491	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0489.
1492	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0944.
1493	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1045.
1494	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0679.
1495	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0513.
1496	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0927.
1497	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0271.
1498	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0751.
1499	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1013.
1500	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0504.
1501	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0792.
1502	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1005.
1503	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0993.
1504	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0566.
1505	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0697.
1506	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0261.
1507	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0806.
1508	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0860.
1509	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0423.
1510	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1117.
1511	-101.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1044.
1512	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0607.
1513	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0765.
1514	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0850.
1515	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0314.
1516	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0297.
1517	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0561.
1518	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1013.
1519	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0779.
1520	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0750.
1521	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0990.
1522	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0507.
1523	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0631.
1524	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1127.
1525	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1033.
1526	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0529.
1527	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0498.
1528	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0672.
1529	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0887.
1530	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0849.
1531	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0342.
1532	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0603.
1533	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0786.
1534	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1030.
1535	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0340.
1536	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0336.
1537	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1107.
1538	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1005.
1539	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0434.
1540	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1107.
1541	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1056.
1542	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0449.
1543	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0472.
1544	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0479.
1545	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0671.
1546	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0673.
1547	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0456.
1548	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0478.
1549	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0998.
1550	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0864.
1551	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0824.
1552	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0765.
1553	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0540.
1554	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0831.
1555	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0683.
1556	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1065.
1557	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1048.
1558	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1123.
1559	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1088.
1560	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0937.
1561	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0620.
1562	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0435.
1563	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0920.
1564	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0480.
1565	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0334.
1566	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0298.
1567	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0826.
1568	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0826.
1569	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0901.
1570	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1019.
1571	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0347.
1572	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0928.
1573	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0801.
1574	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0402.
1575	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0689.
1576	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0998.
1577	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0826.
1578	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0964.
1579	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0727.
1580	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0353.
1581	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0580.
1582	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0781.
1583	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0513.
1584	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1026.
1585	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0598.
1586	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0883.
1587	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0670.
1588	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0474.
1589	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0778.
1590	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1044.
1591	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1046.
1592	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0457.
1593	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0595.
1594	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0485.
1595	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1013.
1596	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0225.
1597	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0753.
1598	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1122.
1599	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0412.
1600	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0709.
1601	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0516.
1602	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0193.
1603	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0487.
1604	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1148.
1605	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0698.
1606	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0847.
1607	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0422.
1608	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0261.
1609	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0283.
1610	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0609.
1611	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0500.
1612	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1087.
1613	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0581.
1614	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0356.
1615	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0895.
1616	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1090.
1617	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0411.
1618	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0705.
1619	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0836.
1620	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0543.
1621	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0937.
1622	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0989.
1623	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0756.
1624	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0305.
1625	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0456.
1626	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0974.
1627	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0962.
1628	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0797.
1629	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0461.
1630	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0532.
1631	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0996.
1632	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0599.
1633	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1028.
1634	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0350.
1635	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0388.
1636	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0812.
1637	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1132.
1638	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1005.
1639	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0711.
1640	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1115.
1641	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0224.
1642	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0330.
1643	-100.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0612.
1644	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0225.
1645	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0850.
1646	-100.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0696.
